,accountability,category,district,enrollment,name,turnover_rate,type
705,82,Elementary SchoolK4–5,Menomonee Falls,726,Benjamin Franklin Elementary and Early Learning Center,2.0%,
706,82,High School9–12,Menomonee Falls,"1,301",Menomonee Falls High,3.1%,
707,77,Middle School6–8,Menomonee Falls,867,North Middle,2.5%,
708,80,Elementary SchoolPK–5,Menomonee Falls,369,Riverside Elementary,4.1%,
709,83,Elementary SchoolPK–5,Menomonee Falls,385,Shady Lane Elementary,6.5%,
710,80,Elementary SchoolPK–5,Menomonie Area,110,Downsville Elementary,11.8%,
711,73,Elementary SchoolPK–5,Menomonie Area,113,Knapp Elementary,12.4%,
712,66,High School9–12,Menomonie Area,958,Menomonie High,5.3%,
713,73,Middle School6–8,Menomonie Area,724,Menomonie Middle,5.7%,
714,75,Elementary SchoolPK–5,Menomonie Area,368,Oaklawn Elementary,8.2%,
715,83,Elementary SchoolPK–5,Menomonie Area,377,River Heights Elementary,16.3%,
716,88,Elementary SchoolK4–5,Mequon-Thiensville,444,Donges Bay Elementary,3.6%,
717,85,High School9–12,Mequon-Thiensville,"1,344",Homestead High,4.2%,
718,76,Middle School6–8,Mequon-Thiensville,406,Lake Shore Middle,6.4%,
719,96,Elementary SchoolK4–5,Mequon-Thiensville,459,Oriole Lane Elementary,6.7%,
720,86,Middle School6–8,Mequon-Thiensville,451,Steffen Middle,4.0%,
721,77,Elementary/Secondary SchoolK4–12,Merrill Area,678,Bridges Virtual Academy,25.1%,"Charter
Virtual"
722,45,Elementary SchoolK5–5,Merrill Area,256,Jefferson Elementary,14.4%,
723,59,Elementary SchoolK5–5,Merrill Area,399,Kate Goodrich Elementary,11.8%,
724,67,Elementary SchoolK5–5,Merrill Area,76,Maple Grove School,4.0%,Charter
725,61,High School9–12,Merrill Area,831,Merrill High,8.3%,
726,69,Middle School6–8,Merrill Area,550,Prairie River Middle,5.3%,
727,88,Elementary School5–8,Merton Community,407,Merton Intermediate,1.7%,
728,-,Elementary/Secondary SchoolK5–12,Middleton-Cross Plains Area,57,21st Century eSchool,57.9%,"Charter
Virtual"
729,-,High School9–12,Middleton-Cross Plains Area,91,Clark Street Community School,29.7%,Charter
730,93,Elementary SchoolPK–4,Middleton-Cross Plains Area,468,Elm Lawn Elementary,5.6%,
731,81,Middle School5–8,Middleton-Cross Plains Area,996,Glacier Creek Middle,5.9%,
732,84,Middle School5–8,Middleton-Cross Plains Area,"1,139",Kromrey Middle,3.5%,
733,81,High School9–12,Middleton-Cross Plains Area,"2,055",Middleton High,6.4%,
734,94,Elementary SchoolPK–4,Middleton-Cross Plains Area,426,Northside Elementary,4.7%,
735,84,Elementary SchoolPK–4,Middleton-Cross Plains Area,285,Park Elementary,5.0%,
736,87,Elementary SchoolPK–4,Middleton-Cross Plains Area,367,Sauk Trail Elementary,10.5%,
737,96,Elementary SchoolPK–4,Middleton-Cross Plains Area,467,Sunset Ridge Elementary,5.8%,
738,99,Elementary SchoolK4–3,Milton,81,Consolidated Elementary,3.7%,
739,86,Elementary SchoolK4–3,Milton,314,East Elementary,8.7%,
740,87,Elementary SchoolK4–3,Milton,243,Harmony Elementary,2.1%,
741,71,High School9–12,Milton,"1,103",Milton High,6.4%,
742,66,Middle School7–8,Milton,542,Milton Middle,3.9%,
743,79,Elementary School4–6,Milton,739,Northside Intermediate,4.9%,
744,69,Elementary SchoolK3–5,Milwaukee,493,ALBA - Academia de Lenguaje y Bellas Artes,8.2%,Charter
745,-,High School9–12,Milwaukee,108,ASSATA High,51.8%,Alternative
746,70,Elementary SchoolK3–5,Milwaukee,638,Academy of Accelerated Learning,13.5%,
747,71,Elementary SchoolK3–8,Milwaukee,349,Alcott Elementary,20.9%,
748,77,Elementary SchoolK3–5,Milwaukee,655,Allen-Field Elementary,16.2%,
749,40,Elementary/Secondary School9–12,Milwaukee,200,Alliance School of Milwaukee,25.0%,Charter
750,47,High School9–12,Milwaukee,371,Audubon Technology and Communication High School,10.2%,
751,52,Middle School6–8,Milwaukee,581,Audubon Technology and Communication Middle School,17.9%,
752,44,Elementary SchoolK3–8,Milwaukee,266,Auer Avenue Elementary,36.7%,
753,-,Elementary/Secondary School9–12,Milwaukee,52,Banner Preparatory School of Milwaukee,90.4%,Alternative
754,55,Elementary SchoolK3–6,Milwaukee,342,Barbee Elementary,20.7%,
755,56,Elementary SchoolK3–6,Milwaukee,302,Barton Elementary,29.2%,
756,30,High School9–12,Milwaukee,821,Bay View High,31.1%,
757,64,Elementary SchoolK3–8,Milwaukee,532,Bethune Academy,19.0%,
758,29,High School9–12,Milwaukee,841,Bradley Technology High,33.2%,
759,51,Elementary SchoolK3–5,Milwaukee,310,Brown Street Academy,22.2%,
760,44,Elementary SchoolK3–5,Milwaukee,263,Browning Elementary,19.6%,
761,43,Elementary SchoolK3–5,Milwaukee,212,Bruce Elementary,25.8%,
762,63,Elementary SchoolK3–5,Milwaukee,253,Bryant Elementary,26.2%,
763,76,Elementary SchoolK3–8,Milwaukee,649,Burbank Elementary,18.2%,
764,69,Elementary SchoolK3–8,Milwaukee,658,Burdick Elementary,13.3%,
765,46,Elementary SchoolK4–8,Milwaukee,651,Business and Economics Academy of Milwaukee,92.9%,"Charter
Closed"
766,75,High School9–12,Milwaukee,362,Carmen High School of Science and Technology South Campus,11.6%,Charter
767,-,High School9–12,Milwaukee,169,Carmen High School of Science and Technology Southeast Campus,11.2%,Charter
768,89,Elementary SchoolK4–5,Mineral Point Unified,358,Mineral Point Elementary,2.9%,
769,76,High School9–12,Mineral Point Unified,199,Mineral Point High,1.5%,
770,85,Elementary School3–5,Minocqua J1,42,Creative Minds--Minocqua School of 21st Century Creativity and Design,9.5%,Charter
771,85,Elementary SchoolK4–8,Minocqua J1,477,Minocqua Elementary,11.8%,
772,68,High School9–12,Mishicot,238,Mishicot High,6.3%,
773,85,Middle School6–8,Mishicot,185,Mishicot Middle,1.1%,
774,76,Elementary SchoolK5–5,Mondovi,381,Mondovi Elementary,4.5%,
775,64,High School9–12,Mondovi,268,Mondovi High,2.6%,
776,87,Elementary School2–4,Monona Grove,457,Cottage Grove Elementary,3.1%,
777,72,Middle School5–8,Monona Grove,917,Glacial Drumlin School,4.3%,
778,73,High School9–12,Monona Grove,989,Monona Grove High,5.3%,
779,-,High School9–12,Monona Grove,43,Monona Grove Liberal Arts Charter School for the 21st Century,16.3%,Charter
780,-,Elementary SchoolK4–1,Monona Grove,375,Taylor Prairie Elementary,5.3%,
781,78,Elementary SchoolK4–5,Monroe,386,Abraham Lincoln Elementary,8.8%,
782,68,High School9–12,Monroe,714,Monroe High,6.6%,
783,80,Middle School6–8,Monroe,545,Monroe Middle,6.1%,
784,81,Elementary SchoolK5–5,Monroe,379,Northside Elementary,4.5%,
785,72,Elementary SchoolK4–5,Montello,311,Forest Lane Community School,13.3%,Charter
786,-,High School7–12,Montello,32,High Marq Environmental Charter School,25.0%,Charter
787,53,High School6–12,Montello,341,Montello Junior/Senior High,12.0%,Charter
788,83,Elementary SchoolK4–5,Monticello,157,Monticello Elementary,7.7%,
789,62,High School9–12,Monticello,104,Monticello High,3.9%,
790,75,Elementary SchoolK4–3,Mosinee,623,Mosinee Elementary,6.5%,
791,65,High School9–12,Mosinee,634,Mosinee High,6.0%,
792,75,High School9–12,Mount Horeb Area,748,Mount Horeb High,4.1%,
793,89,Elementary School3–5,Mount Horeb Area,571,Mount Horeb Intermediate,1.6%,
794,81,Middle School6–8,Mount Horeb Area,561,Mount Horeb Middle,2.3%,
795,80,Elementary SchoolPK–6,Mukwonago,404,Big Bend Elementary,5.1%,
796,83,Elementary SchoolPK–6,Mukwonago,495,Clarendon Avenue Elementary,4.7%,
797,91,Elementary SchoolK5–6,Mukwonago,97,Eagleville Charter School,12.4%,Charter
798,73,High School9–12,Mukwonago,"1,637",Mukwonago High,4.0%,
799,72,Middle School7–8,Mukwonago,756,Park View Middle,1.5%,
800,84,Elementary SchoolPK–6,Mukwonago,334,Prairie View Elementary,5.1%,
801,83,Elementary SchoolPK–6,Mukwonago,501,Rolling Hills Elementary,5.2%,
802,86,Middle School5–8,Muskego-Norway,754,Bay Lane Middle,2.5%,
803,91,Elementary SchoolK4–4,Muskego-Norway,293,Country Meadows Elementary,3.9%,
804,90,Middle School5–8,Muskego-Norway,739,Lake Denoon Middle,2.4%,
805,76,Elementary SchoolK4–4,Muskego-Norway,394,Lakeview Elementary,4.6%,
806,92,Elementary SchoolK4–4,Muskego-Norway,357,Mill Valley Elementary,4.2%,
807,82,Elementary SchoolK4–4,Muskego-Norway,280,Muskego Elementary,6.6%,
808,75,High School9–12,Muskego-Norway,"1,588",Muskego High,2.3%,
809,68,Elementary SchoolK4–5,Necedah Area,293,Necedah Elementary,8.9%,
810,94,Elementary SchoolK5–5,Neenah Joint,119,ACE Alliance Charter Elementary,10.9%,Charter
811,89,Elementary SchoolPK–5,Neenah Joint,242,Clayton Elementary,7.0%,
812,79,Elementary SchoolPK–5,Neenah Joint,359,Coolidge Elementary,11.1%,
813,77,Elementary SchoolK4–5,Neenah Joint,258,Hoover Elementary,18.2%,
814,85,Middle School4–6,Neenah Joint,507,Horace Mann Middle,1.8%,
815,91,Elementary SchoolPK–5,Neenah Joint,372,Lakeview Elementary,7.8%,
816,69,High School9–12,Neenah Joint,"2,011",Neenah High,6.8%,
817,84,Elementary SchoolPK–5,Neenah Joint,113,Roosevelt Elementary,15.0%,
818,75,Middle School7–8,Neenah Joint,974,Shattuck Middle,4.1%,
819,77,Elementary SchoolPK–5,Neenah Joint,386,Spring Road Elementary,14.0%,
820,83,Elementary SchoolK4–5,Neenah Joint,234,Taft Elementary,15.8%,
821,97,Elementary SchoolPK–5,Neenah Joint,399,Tullar Elementary,4.5%,
822,78,Elementary SchoolK4–6,Neillsville,519,Neillsville Elementary,6.3%,
823,71,Middle School4–8,Nekoosa,355,Alexander Middle,12.4%,
824,71,Elementary School4–8,Nekoosa,59,Central Wisconsin STEM Academy,33.9%,Charter
825,72,Elementary SchoolPK–3,Nekoosa,336,Humke Elementary,13.4%,
826,64,High School9–12,Nekoosa,399,Nekoosa High,16.0%,
827,72,Elementary SchoolK4–6,New Auburn,193,New Auburn Elementary,8.8%,
828,90,High School7–12,New Berlin,"1,186",Eisenhower Middle/High,3.0%,
829,95,Elementary SchoolPK–6,New Berlin,564,Elmwood Elementary,3.9%,
830,77,High School7–12,New Berlin,"1,129",New Berlin Middle/High,3.7%,
831,92,Elementary SchoolPK–6,New Berlin,456,Orchard Lane Elementary,4.7%,
832,85,Elementary SchoolPK–6,New Berlin,435,Poplar Creek Elementary,6.8%,
833,87,Elementary SchoolK4–4,New Glarus,414,New Glarus Elementary,4.4%,
834,76,High School9–12,New Glarus,235,New Glarus High,3.8%,
835,83,Elementary SchoolK4–5,New Holstein,485,New Holstein Elementary,3.7%,
836,68,High School9–12,New Holstein,351,New Holstein High,5.7%,
837,-,High School7–12,New Lisbon,2,Juneau County Charter School,-,Charter
838,56,Elementary SchoolK4–6,New Lisbon,398,New Lisbon Elementary,15.9%,
839,-,High School7–12,New London,38,Catalyst Academy,23.7%,"Charter
Alternative"
840,80,Elementary SchoolK4–4,New London,321,Lincoln Elementary,10.0%,
841,65,High School9–12,New London,627,New London High,9.6%,
842,80,Middle School5–8,New London,679,New London Middle,5.3%,
843,58,High School7–12,New London,59,Next Generation Academy,10.2%,Charter
844,95,Elementary SchoolK4–4,New London,334,Parkview Elementary,5.0%,
845,89,Elementary SchoolK4–4,New London,150,Readfield Elementary,7.6%,
846,66,High School9–12,New Richmond,911,New Richmond High,7.8%,
847,90,Elementary SchoolK5–5,New Richmond,592,New Richmond Hillside Elementary,4.9%,
848,83,Middle School6–8,New Richmond,740,New Richmond Middle,4.0%,
849,91,Elementary SchoolPK–5,New Richmond,347,New Richmond Paperjack Elementary,7.0%,
850,79,Elementary SchoolK4–6,Niagara,255,Niagara Elementary,9.0%,
851,73,Elementary SchoolK4–8,North Crawford,307,North Crawford Elementary,9.6%,
852,75,Middle School6–8,North Fond du Lac,284,Bessie Allen Middle,4.9%,
853,73,Elementary School1–5,North Fond du Lac,472,Friendship Learning Elementary,6.1%,
854,81,Elementary SchoolK4–5,Northern Ozaukee,321,Ozaukee Elementary,4.5%,
855,73,High School9–12,Northern Ozaukee,229,Ozaukee High,4.8%,
856,74,Middle School6–8,Northern Ozaukee,159,Ozaukee Middle,2.5%,
857,68,Elementary SchoolK4–5,Northland Pines,389,Northland Pines Elementary-Eagle River,16.5%,
858,83,Elementary SchoolK4–5,Northland Pines,77,Northland Pines Elementary-Land O' Lakes,7.6%,
859,87,Elementary SchoolK4–5,Northland Pines,82,Northland Pines Elementary-St Germain,9.7%,
860,72,High School9–12,Northland Pines,408,Northland Pines High,6.4%,
861,71,Middle School6–8,Northland Pines,233,Northland Pines Middle,6.0%,
862,-,Elementary SchoolK4–4,Northland Pines,65,Northland Pines Montessori Learning Center (NPMLC),5.7%,Charter
863,-,High School8–12,Northland Pines,18,School of Options & Applied Research High,-,Charter
864,84,Middle School4–8,Northwood,24,NorthStar Community Charter School,33.3%,Charter
865,77,Elementary SchoolK4–5,Northwood,158,Northwood Elementary,21.6%,Charter
866,72,High School6–12,Northwood,164,Northwood High/Middle,10.4%,Charter
867,68,High School7–12,Norwalk-Ontario-Wilton,311,Brookwood High,9.7%,
868,76,Elementary SchoolPK–5,Oak Creek-Franklin Joint,428,Carollton Elementary,4.2%,
869,77,Elementary SchoolPK–5,Oak Creek-Franklin Joint,288,Cedar Hills Elementary,14.7%,
870,75,Elementary SchoolPK–5,Oak Creek-Franklin Joint,434,Deerfield Elementary,7.6%,
871,77,Elementary SchoolPK–5,Oak Creek-Franklin Joint,408,Edgewood Elementary,9.1%,
872,-,Elementary SchoolK4–5,Oak Creek-Franklin Joint,388,Forest Ridge Elementary,12.2%,
873,75,Elementary SchoolPK–5,Oak Creek-Franklin Joint,380,Meadowview Elementary,7.2%,
874,82,Middle School6–8,Oak Creek-Franklin Joint,963,Oak Creek East Middle,3.8%,
875,69,High School9–12,Oak Creek-Franklin Joint,"2,077",Oak Creek High,4.6%,
876,77,Middle School6–8,Oak Creek-Franklin Joint,486,Oak Creek West Middle,8.8%,
877,96,Elementary SchoolK4–5,Oakfield,284,Oakfield Elementary,10.0%,
878,73,High School9–12,Oakfield,142,Oakfield High,4.9%,
879,85,Elementary SchoolK4–4,Oconomowoc Area,442,Greenland Elementary,9.7%,
880,84,Elementary SchoolK4–4,Oconomowoc Area,256,Ixonia Elementary,8.3%,
881,74,Elementary SchoolK4–4,Oconomowoc Area,500,Meadow View Elementary,5.7%,
882,76,Middle School5–8,Oconomowoc Area,873,Nature Hill Intermediate,3.7%,
883,72,High School9–12,Oconomowoc Area,"1,651",Oconomowoc High,4.9%,
884,78,Elementary SchoolK4–4,Oconomowoc Area,427,Park Lawn Elementary,9.9%,
885,76,Middle School5–8,Oconomowoc Area,727,Silver Lake Intermediate,6.3%,
886,84,Elementary SchoolK4–5,Oconto Falls Public,256,Abrams Elementary,3.6%,
887,-,High School9–12,Oconto Falls Public,16,Falls Alternative Learning Site (FALS),-,Charter
888,-,High School6–12,Oconto Falls Public,16,New Path,-,"Charter
Alternative"
889,78,Elementary SchoolK4–5,Oconto Falls Public,589,Oconto Falls Elementary,7.2%,
890,77,High School9–12,Oconto Falls Public,506,Oconto Falls High,9.1%,
891,88,Middle School5–8,Oconto Unified,77,Bayshore Community Academy,10.4%,Charter
892,73,Elementary SchoolK4–4,Oconto Unified,426,Oconto Elementary,7.7%,
893,56,High School9–12,Oconto Unified,305,Oconto High,12.8%,
894,74,Elementary School2–5,Omro,333,Omro Elementary,6.6%,
895,66,High School9–12,Omro,391,Omro High,5.4%,
896,72,Middle School6–8,Omro,268,Omro Middle,6.7%,
897,88,Elementary SchoolK4–5,Onalaska,607,Eagle Bluff Elementary,8.5%,
898,84,Elementary SchoolK4–5,Onalaska,507,Northern Hills Elementary,8.1%,
899,79,High School9–12,Onalaska,914,Onalaska High,4.8%,
900,75,Middle School6–8,Onalaska,700,Onalaska Middle,5.0%,
901,83,Elementary SchoolK4–5,Oostburg,455,Oostburg Elementary,4.7%,
902,83,High School9–12,Oostburg,320,Oostburg High,3.4%,
903,87,Elementary SchoolPK–4,Oregon,481,Brooklyn Elementary,2.7%,
904,86,Elementary SchoolPK–4,Oregon,540,Netherwood Knoll Elementary,3.0%,
905,75,High School9–12,Oregon,"1,128",Oregon High,3.7%,
906,73,Middle School7–8,Oregon,561,Oregon Middle,2.7%,
907,81,Elementary SchoolPK–4,Oregon,472,Prairie View Elementary,4.1%,
908,-,Elementary SchoolPK–2,Osceola,323,Osceola Elementary,4.7%,
909,72,High School9–12,Osceola,539,Osceola High,4.3%,
910,78,Elementary School3–5,Osceola,387,Osceola Intermediate,5.9%,
911,94,Middle School4–8,Oshkosh Area,60,Accelerated Advanced Learning Program,5.0%,Charter
912,67,Elementary SchoolPK–5,Oshkosh Area,279,E Cook Elementary,17.9%,
913,72,Elementary SchoolPK–5,Oshkosh Area,381,Franklin Elementary,13.7%,
914,79,Elementary SchoolK4–5,Oshkosh Area,258,Jacob Shapiro Brain Based Instruction Laboratory School,13.0%,Charter
915,75,Elementary SchoolK4–5,Oshkosh Area,171,Jefferson Elementary,19.1%,
916,72,Elementary SchoolPK–5,Oshkosh Area,266,Lakeside Elementary,13.5%,
917,62,Elementary SchoolPK–5,Oshkosh Area,259,Merrill Elementary,23.5%,
918,72,Middle School6–8,Oshkosh Area,465,Merrill Middle,9.9%,
919,60,High School9–12,Oshkosh Area,"1,270",North High,9.9%,
920,65,Elementary SchoolPK–5,Oshkosh Area,432,Oaklawn Elementary,18.1%,
921,90,Elementary SchoolK4–5,Oshkosh Area,471,Oakwood Elementary,4.9%,
922,69,Elementary SchoolPK–5,Oshkosh Area,341,Read Elementary,23.8%,
923,78,Elementary SchoolPK–5,Oshkosh Area,232,Roosevelt Elementary,10.3%,
924,84,Elementary SchoolPK–5,Oshkosh Area,174,Smith Elementary,16.1%,
925,73,Middle School6–8,Oshkosh Area,404,South Park Middle,8.7%,
926,78,Middle School6–8,Oshkosh Area,308,Tipler Middle,9.4%,
927,76,Elementary SchoolK4–5,Oshkosh Area,510,Traeger Elementary,8.6%,
928,88,Middle School6–8,Oshkosh Area,471,Traeger Middle,2.3%,
929,59,Elementary SchoolPK–5,Oshkosh Area,222,Washington Elementary,19.4%,
930,76,Elementary SchoolK4–5,Oshkosh Area,350,Webster Stanley Elementary,17.1%,
931,67,Middle School6–8,Oshkosh Area,371,Webster Stanley Middle,11.9%,
932,-,Elementary SchoolK4–5,Osseo-Fairchild,52,Fairchild Elementary,81.8%,Closed
933,68,Elementary SchoolK4–5,Osseo-Fairchild,323,Osseo Elementary,7.7%,
934,64,Middle School6–8,Osseo-Fairchild,209,Osseo Middle,6.7%,
935,72,Elementary SchoolK4–6,Owen-Withee,266,Owen-Withee Elementary,6.7%,
936,50,High School9–12,Owen-Withee,143,Owen-Withee High,9.1%,
937,84,Elementary SchoolK4–6,Palmyra-Eagle Area,153,Eagle Elementary,6.6%,
938,85,Elementary SchoolK4–6,Palmyra-Eagle Area,256,Palmyra Elementary,6.4%,
939,71,High School9–12,Palmyra-Eagle Area,283,Palmyra-Eagle High,3.9%,
940,78,Elementary SchoolK4–4,Pardeeville Area,344,Pardeeville Elementary,9.0%,
941,68,High School9–12,Pardeeville Area,236,Pardeeville High,5.5%,
942,73,Elementary SchoolK4–6,Parkview,405,Parkview Elementary,7.6%,
943,69,High School9–12,Parkview,253,Parkview High,7.5%,
944,64,Elementary SchoolK4–5,Pecatonica Area,202,Pecatonica Elementary,2.8%,
945,68,Elementary SchoolK4–6,Pepin Area,143,Pepin Elementary,5.5%,
946,79,Elementary SchoolK4–6,Peshtigo,674,Peshtigo Elementary,6.3%,
947,69,High School9–12,Peshtigo,372,Peshtigo High,4.8%,
948,80,Middle School7–8,Pewaukee,435,Asa Clark Middle,2.8%,
949,87,Elementary School4–6,Pewaukee,639,Horizon School,2.7%,
950,72,High School9–12,Pewaukee,865,Pewaukee High,3.7%,
951,71,Elementary SchoolK4–8,Phelps,88,Phelps Elementary,7.3%,
952,77,Elementary SchoolK4–5,Phillips,368,Phillips Elementary,11.8%,
953,77,High School9–12,Phillips,229,Phillips High,7.0%,
954,74,Elementary SchoolK4–8,Pittsville,405,Pittsville Elementary,6.5%,
955,74,High School9–12,Platteville,419,Platteville High,8.1%,
956,77,Middle School5–8,Platteville,449,Platteville Middle,6.2%,
957,63,Elementary SchoolK4–5,Plum City,136,Plum City Elementary,7.3%,
958,68,Elementary SchoolK4–4,Plymouth Joint,273,Fairview Elementary,9.9%,
959,63,Elementary SchoolK4–4,Plymouth Joint,302,Horizon Elementary,5.1%,
960,75,Elementary SchoolK4–4,Plymouth Joint,311,Parkview Elementary,6.6%,
961,66,High School9–12,Plymouth Joint,778,Plymouth High,6.8%,
962,62,High School9–12,Port Edwards,98,John Edwards High,9.2%,
963,84,Middle School6–8,Port Edwards,80,John Edwards Middle,3.8%,
964,86,Elementary SchoolK4–4,Port Washington-Saukville,486,Dunwiddie Elementary,6.1%,
965,83,Elementary SchoolPK–4,Port Washington-Saukville,348,Lincoln Elementary,5.9%,
966,78,High School9–12,Port Washington-Saukville,808,Port Washington High,3.8%,
967,84,Elementary SchoolPK–4,Port Washington-Saukville,264,Saukville Elementary,6.1%,
968,52,Elementary SchoolK4–5,Portage Community,98,Endeavor Elementary,14.5%,
969,77,Elementary SchoolK5–5,Portage Community,105,Lewiston Elementary,3.8%,
970,67,Elementary School2–5,Portage Community,342,Muir Elementary,9.9%,
971,-,High School9–12,Portage Community,25,Portage Academy of Achievement,12.0%,Alternative
972,69,High School9–12,Portage Community,807,Portage High,8.6%,
973,64,Elementary SchoolK5–5,Portage Community,243,Rusch Elementary,13.2%,
974,69,Middle School6–8,Portage Community,562,Wayne Bartels Middle,7.5%,
975,78,Elementary SchoolK4–5,Potosi,142,Potosi Elementary,7.3%,
976,68,High School9–12,Potosi,114,Potosi High,1.8%,
977,81,Elementary SchoolK4–5,Poynette,469,Poynette Elementary,4.9%,
978,68,High School9–12,Poynette,334,Poynette High,4.2%,
979,-,Elementary SchoolK4–1,Prairie du Chien Area,226,BA Kennedy School,2.8%,
980,85,Elementary School2–4,Prairie du Chien Area,222,Bluff View Elementary,4.5%,
981,87,Junior High School7–8,Prairie du Chien Area,155,Bluff View Junior High,5.8%,
982,76,Middle School5–6,Prairie du Chien Area,144,Bluff View Middle,4.2%,
983,-,Elementary/Secondary SchoolK5–12,Prairie du Chien Area,15,Mighty River Academy of Virtual Education,-,"Charter
Virtual"
984,70,Elementary SchoolK4–5,Prairie Farm Public,223,Prairie Farm Elementary,8.1%,
985,51,High School9–12,Prairie Farm Public,101,Prairie Farm High,4.0%,
986,-,Elementary SchoolK4–4,Prentice,66,Ogema Elementary,43.5%,
987,71,Elementary SchoolK5–4,Prentice,69,Prentice Elementary,5.8%,
988,70,High School9–12,Prentice,136,Prentice High,6.6%,
989,85,Elementary SchoolPK–5,Prescott,527,Malone Elementary,6.7%,
990,69,High School9–12,Prescott,375,Prescott High,4.8%,
991,76,Elementary SchoolK4–5,Pulaski Community,150,Fairview Elementary,9.1%,
992,76,Elementary SchoolK4–5,Pulaski Community,565,Glenbrook Elementary,5.8%,
993,86,Elementary SchoolK4–5,Pulaski Community,327,Hillcrest Elementary,9.1%,
994,82,Elementary SchoolK4–5,Pulaski Community,225,Lannoye Elementary,3.2%,
995,69,Middle School6–8,Pulaski Community,833,Pulaski Community Middle,3.0%,
996,72,High School9–12,Pulaski Community,"1,093",Pulaski High,5.7%,
997,55,High School9–12,Racine Unified,"1,947",Case High,14.0%,
998,77,Elementary SchoolK5–5,Racine Unified,305,Fine Arts Elementary,7.5%,
999,73,Elementary SchoolK4–5,Racine Unified,529,Fratt Elementary,26.0%,
1000,68,Elementary SchoolK4–5,Racine Unified,306,Giese Elementary,24.6%,
1001,72,Elementary SchoolK4–8,Racine Unified,"1,385",Gifford Elementary,7.2%,
1002,32,Middle School6–8,Racine Unified,515,Gilmore Middle,17.9%,
1003,54,Elementary SchoolK4–5,Racine Unified,346,Goodland Elementary,36.8%,
1004,49,High School9–12,Racine Unified,"1,763",Horlick High,17.2%,
1005,81,Elementary SchoolK4–5,Racine Unified,272,Janes Elementary,25.8%,
1006,81,Elementary SchoolK5–5,Racine Unified,539,Jefferson Lighthouse Elementary,8.2%,
1007,55,Elementary SchoolK4–5,Racine Unified,288,Jerstad-Agerholm Elementary,28.2%,
1008,59,Middle School6–8,Racine Unified,584,Jerstad-Agerholm Middle,16.4%,
1009,63,Elementary SchoolK4–5,Racine Unified,546,Johnson Elementary,23.6%,
1010,63,Elementary SchoolK4–5,Racine Unified,388,Jones Elementary,24.0%,
1011,59,Elementary SchoolK4–5,Racine Unified,530,Julian Thomas Elementary,26.6%,
1012,40,Elementary SchoolK4–5,Racine Unified,322,Knapp Elementary,28.9%,
1013,50,Middle School6–8,Racine Unified,608,McKinley Middle,13.7%,
1014,74,Elementary SchoolK4–5,Racine Unified,403,Mitchell Elementary,19.0%,
1015,60,Middle School6–8,Racine Unified,624,Mitchell Middle,13.0%,
1016,78,Elementary SchoolK4–5,Racine Unified,339,North Park Elementary,28.2%,
1017,60,Elementary SchoolK4–5,Racine Unified,466,O Brown Elementary,12.4%,
1018,38,High School9–12,Racine Unified,"1,421",Park High,18.0%,
1019,-,Elementary/Secondary SchoolK5–12,Racine Unified,184,Racine Alternative Learning,88.6%,"Alternative
Closed"
1020,62,Elementary SchoolK4–7,Racine Unified,180,Racine Civil Leaders Academy,100.0%,"Charter
Closed"
1021,78,Elementary SchoolK4–8,Randolph,363,Randolph Elementary,6.3%,
1022,74,Elementary SchoolK4–4,Random Lake,288,Random Lake Elementary,8.2%,
1023,65,High School9–12,Random Lake,300,Random Lake High,8.0%,
1024,-,Elementary SchoolPK–3,Reedsburg,60,Ironton-La Valle Elementary,13.3%,
1025,-,Elementary SchoolPK–3,Reedsburg,62,Loganville Elementary,8.1%,
1026,78,Elementary SchoolK4–5,Reedsburg,566,Pineview Elementary,7.7%,
1027,65,High School9–12,Reedsburg,900,Reedsburg Area High,8.2%,
1028,72,Elementary SchoolPK–3,Reedsburg,225,South Elementary,14.7%,
1029,77,Middle School6–8,Reedsburg,574,Webb Middle,5.1%,
1030,78,Elementary SchoolK4–4,Reedsville,218,Reedsville Elementary,3.9%,
1031,69,High School9–12,Reedsville,204,Reedsville High,3.4%,
1032,67,Elementary School4–5,Rhinelander,293,Central Elementary,4.8%,
1033,70,Elementary SchoolK4–3,Rhinelander,389,Crescent Elementary,13.8%,
1034,60,Middle School6–8,Rhinelander,483,James Williams Middle,6.0%,
1035,73,Elementary SchoolK4–5,Rhinelander,114,Northwoods Community Elementary,15.7%,Charter
1036,58,High School6–12,Rhinelander,67,Northwoods Community Secondary School,88.1%,"Charter
Closed"
1037,76,Elementary SchoolK4–3,Rhinelander,333,Pelican Elementary,10.3%,
1038,72,Elementary SchoolK4–5,Rib Lake,263,Rib Lake Elementary,12.2%,
1039,80,High School9–12,Rib Lake,145,Rib Lake High,3.5%,
1040,80,Elementary SchoolK4–4,Rice Lake Area,88,Haugen Elementary,2.9%,
1041,83,Elementary SchoolK5–4,Rice Lake Area,257,Hilltop Elementary,7.4%,
1042,-,High School9–12,Rice Lake Area,40,Northern Lakes Regional Academy,15.0%,Charter
1043,68,High School9–12,Rice Lake Area,672,Rice Lake High,9.2%,
1044,77,Middle School5–8,Rice Lake Area,661,Rice Lake Middle,5.1%,
1045,-,Elementary SchoolK4–2,Richfield J1,139,Plat Elementary,7.9%,
1046,74,Elementary SchoolK5–5,Richland,356,Doudna Elementary,8.7%,
